dep,nivel,carrera,sexo,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980
ENM,poblacion escolar nivel b,piano,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,88,96,85,102,87,81,86,68,95
ENM,Tecnico,solfeo y canto coral,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,12,4,1,2,6,12,20,,,,,,,,,,,,,,
ENM,Tecnico,solfeo y canto coral,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,1,2,2,14,29,26,,,,,,,,,,,,,,
ENM,Tecnico,violinista,Hombres,,,,,,,,,,,,11,12,7,15,5,6,6,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENM,Tecnico,violinista,Mujeres,,,,,,,,,,,,4,5,8,10,2,5,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENM,Tecnico,concertista,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
ENM,Tecnico,concertista,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENM,Tecnico,pedagogia musical,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
ENM,Tecnico,pedagogia musical,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,
ENM,Tecnico,bopquilla circular y caña,Hombres,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENM,Tecnico,bopquilla circular y caña,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENM,Tecnico,trompetista,Hombres,,,,,,,,,,,,,3,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENM,Tecnico,trompetista,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENM,Tecnico,cantate (conceirto en canto),Hombres,,,,,,,,,,,,6,11,5,18,1,5,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENM,Tecnico,cantate (conceirto en canto),Mujeres,,,,,,,,,,,,16,29,12,22,4,10,6,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENM,Tecnico,clarinetista,Hombres,,,,,,,,,,,,2,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENM,Tecnico,clarinetista,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENM,Tecnico,contrabajista,Hombres,,,,,,,,,,,,3,6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENM,Tecnico,contrabajista,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENM,Tecnico,flautista,Hombres,,,,,,,,,,,,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENM,Tecnico,flautista,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENM,Tecnico,cellista,Hombres,,,,,,,,,,,,2,4,1,2,1,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENM,Tecnico,cellista,Mujeres,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENM,poblacion escolar ciclo infantil,concertista,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
ENM,poblacion escolar ciclo infantil,concertista,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENM,poblacion escolar ciclo infantil,musico escolar,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
ENM,poblacion escolar ciclo infantil,musico escolar,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
ENM,poblacion escolar nivel medio basico,musico escolar,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
ENM,poblacion escolar nivel medio basico,musico escolar,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENM,poblacion escolar nivel medio basico,composicion,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,87
ENM,poblacion escolar nivel medio basico,composicion,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,104
ENM,poblacion escolar nivel medio basico,piano,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,36,36,37
ENM,poblacion escolar nivel medio basico,piano,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,49,70,75
ENM,poblacion escolar nivel medio basico,canto coral,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENM,poblacion escolar nivel medio basico,canto coral,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
ENM,poblacion escolar nivel medio basico,insturmentista,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,77,98,99
ENM,poblacion escolar nivel medio basico,insturmentista,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,43,58,57
ENM,poblacion escolar nivel medio basico,area canto,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,22,23,31,26,22,15,10,14,19,19,23,16,178,28,30,29,23,,17,27,16,22
ENM,poblacion escolar nivel medio basico,area canto,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,27,17,21,31,25,30,27,22,25,23,18,23,22,32,29,36,31,,19,33,23,25
ENM,poblacion escolar nivel medio basico,area piano,Hombres,,,,,,,,,,,,21,14,44,37,28,21,33,24,31,,,,,,,,,,49,54,39,84,87,68,67,82,97,100,,,,80,122,151,149,129,112,45,104,74,71
ENM,poblacion escolar nivel medio basico,area piano,Mujeres,,,,,,,,,,,,106,77,79,97,98,80,107,92,81,,,,,,,,,,108,122,64,169,157,171,184,175,188,172,,,,203,192,218,181,198,157,68,110,112,93
ENM,poblacion escolar nivel medio basico,are etnomusicologia,Hombres,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,,6,7,7,15,5,11,17,20
ENM,poblacion escolar nivel medio basico,are etnomusicologia,Mujeres,,,,,,,,,,,,5,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3,6,2,,1,2,1,5,3,7,13,13
ENM,poblacion escolar nivel medio basico,maestro musico escolar,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,22,29,311,27,20,19,13,8,15,23,22
ENM,poblacion escolar nivel medio basico,maestro musico escolar,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,35,81,70,52,32,31,19,13,23,28,42
ENM,poblacion escolar nivel medio basico,instrumentista,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,18,14,45,2,49,35,43,76,59,,,,206,259,374,368,281,227,177,277,278,252
ENM,poblacion escolar nivel medio basico,instrumentista,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,4,17,,16,13,20,23,16,,,,54,71,136,86,84,88,45,65,76,73
ENM,Licenciatura,piano,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,104,75,12,13,9,16,11,17,35,13,17,14
ENM,Licenciatura,piano,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,247,191,34,26,23,40,35,20,37,27,27,29
ENM,Licenciatura,compsicion,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,27,36,6,5,2,16,8,13,12,14,16,9
ENM,Licenciatura,compsicion,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6,,1,,,,1,2,2,2,1
ENM,Licenciatura,canto,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,7,4,7,10,4,8,3
ENM,Licenciatura,canto,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,5,5,7,14,19,10
ENM,Licenciatura,maestro musico escolar,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,,
ENM,Licenciatura,maestro musico escolar,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,6,,,4,
ENM,Licenciatura,instrumentista,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,173,166,13,8,14,20,19,26,69,35,44,29
ENM,Licenciatura,instrumentista,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,56,86,5,2,9,10,8,6,19,10,13,9
ENM,Licenciatura,etnomusicologo,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,4,
ENM,Licenciatura,etnomusicologo,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,
ENM,Especialización,instrumentista en guitarra,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,
ENM,Especialización,instrumentista en guitarra,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,
ENM,Especialización,investigacion folklorica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,1,,,,,,,,,,,,,,,,,
ENM,Especialización,investigacion folklorica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,24,,,,,,,,,,,,,,,,,,,,
ENM,Especialización,boquilla circular y caña,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,7,,,1,5,,,,,,,,,,,,,,,
ENM,Especialización,boquilla circular y caña,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,
ENM,Especialización,guiotarra,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,47,,,,,,,,,,,,,
ENM,Especialización,guiotarra,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,20,,,,,,,,,,,,,
ENM,Especialización,profesor de musica escolar,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,
ENM,Especialización,profesor de musica escolar,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,
ENM,Especialización,alumnos especiales,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
ENM,Especialización,alumnos especiales,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
ENM,Licenciatura,composicion,Hombres,,,,,,,,,,,,5,2,2,2,4,2,2,3,2,,,,,,,,,,6,12,9,18,15,21,20,14,14,21,,,,44,63,70,102,69,61,37,56,82,
ENM,Licenciatura,composicion,Mujeres,,,,,,,,,,,,,1,4,1,,1,,1,1,,,,,,,,,,6,,,1,,3,6,4,4,3,,,,6,7,6,7,8,7,4,2,5,
ENM,poblacion escolar,materias libres aisladas,Hombres,,,,,,,,,,,,8,11,4,12,15,43,24,47,49,,,,,,,,,,82,112,136,125,145,73,70,64,30,21,26,,,,,,,,,,,,
ENM,poblacion escolar,materias libres aisladas,Mujeres,,,,,,,,,,,,6,7,12,34,20,70,66,102,95,,,,,,,,,,89,149,169,103,103,71,86,65,26,19,22,,,,,,,,,,,,
FODON,Licenciatura,cirujano dentista,Hombres,243,293,277,250,238,206,205,216,222,213,191,186,182,159,177,138,152,156,183,209,247,280,298,357,328,343,340,381,456,435,487,614,686,745,797,762,1338,837,908,964,1099,1218,1801,1894,2366,2925,2846,3119,3158,2696,2520,2317
FODON,Licenciatura,cirujano dentista,Mujeres,48,61,65,57,53,44,49,70,84,99,110,133,149,124,127,97,112,107,100,101,111,118,121,89,129,123,137,150,174,184,247,309,368,451,505,516,783,571,629,744,844,989,1527,1806,2496,3137,3396,3542,4184,3570,3510,3148
FODON,Especialización,ortodoncia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,1,1,4,8,8,6,26,25,22,,,,,,,,,
FODON,Especialización,ortodoncia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1,1,2,,,1,4,5,8,,,,,,,,,
FODON,Especialización,odontologia preventiva,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
FODON,Especialización,odontologia preventiva,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FODON,Especialización,radiologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
FODON,Especialización,radiologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FODON,Especialización,parodoncia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,7,5,,,
FODON,Especialización,parodoncia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,9,7,,,
FODON,Especialización,endodoncia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6,6,,,
FODON,Especialización,endodoncia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,
FODON,Especialización,estomatologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,,,
FODON,Especialización,estomatologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,,
FODON,Especialización,operatoria dental,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,
FODON,Especialización,operatoria dental,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
FODON,Especialización,odontologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
FODON,Especialización,odontologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FODON,Especialización,histologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,
FODON,Especialización,histologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FODON,Especialización,exodoncia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
FODON,Especialización,exodoncia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FODON,Especialización,oclusion,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,,,,
FODON,Especialización,oclusion,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FODON,Especialización,odontocirugia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
FODON,Especialización,odontocirugia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FODON,Especialización,anatomia dental,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
FODON,Especialización,anatomia dental,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FODON,Especialización,exodoncia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
FODON,Especialización,exodoncia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FODON,Especialización,materias dentales,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,,,
FODON,Especialización,materias dentales,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,
FODON,Especialización,ptalogia bucal,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
FODON,Especialización,ptalogia bucal,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
FODON,Especialización,preparatoria dental,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,
FODON,Especialización,preparatoria dental,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
FODON,Maestria,docencia preventiva,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
FODON,Maestria,docencia preventiva,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FODON,Maestria,exodoncia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
FODON,Maestria,exodoncia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FODON,Maestria,histologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
FODON,Maestria,histologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FODON,Maestria,materias dentales,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,
FODON,Maestria,materias dentales,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
FODON,Maestria,medicina estomatologica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
FODON,Maestria,medicina estomatologica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,
FODON,Maestria,oclusion,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,
FODON,Maestria,oclusion,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FODON,Maestria,odontologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,
FODON,Maestria,odontologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FODON,Maestria,operatoria dental,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,
FODON,Maestria,operatoria dental,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
FODON,Maestria,odontopediatria,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
FODON,Maestria,odontopediatria,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,
FODON,Maestria,patologia bucal,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,
FODON,Maestria,patologia bucal,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,
FODON,Maestria,patologia dental,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FODON,Maestria,patologia dental,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
FODON,Maestria,radiologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,
FODON,Maestria,radiologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FODON,Maestria,cirujano dentista,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
FODON,Maestria,cirujano dentista,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,
FODON,Maestria,odontologia parodoncia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
FODON,Maestria,odontologia parodoncia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,
FODON,Maestria,odontopediatria,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,6,6,,,
FODON,Maestria,odontopediatria,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,13,15,,,
FODON,Maestria,endodoncia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,12,,
FODON,Maestria,endodoncia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,
FODON,Maestria,protesis bucal,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,3,9,12,,
FODON,Maestria,protesis bucal,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,
FP,Tecnico,psicologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,17,,,,,,,,,,
FP,Tecnico,psicologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,45,,,,,,,,,,
FP,Licenciatura,psicologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,145,192,256,279,319,350,385,412,399,440,507,587,567,846,936,1473,1172,1515,1783,1574,1263,1061
FP,Licenciatura,psicologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,362,431,638,725,765,711,738,686,710,830,1005,1118,1637,1438,1400,2192,1771,2461,3246,3076,2831,2390
FP,Licenciatura,pre requisitos,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
FP,Licenciatura,pre requisitos,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
FP,Especialización,psicologia clinica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FP,Especialización,psicologia clinica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
FP,Especialización,desarrollo del niño,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,
FP,Especialización,desarrollo del niño,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,,
FP,Especialización,psicologia clínica y psicoterapia de grupo en institucion,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,,
FP,Especialización,psicologia clínica y psicoterapia de grupo en institucion,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,,
FP,Maestria,psicologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,64,48,31,15,29,36,,,,,,,,
FP,Maestria,psicologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,153,93,62,41,54,69,,,,,,,,
FP,Maestria,analises experiemtnald e la conducta,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,18,20,2,9,10,,
FP,Maestria,analises experiemtnald e la conducta,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,16,23,2,8,11,,
FP,Maestria,psicologia clinica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,17,26,9,26,80,,
FP,Maestria,psicologia clinica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,32,49,14,67,25,,
FP,Maestria,psicologia educacional,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,17,5,7,14,,
FP,Maestria,psicologia educacional,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,32,49,14,67,25,,
FP,Maestria,psicologia general experiemntal,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,5,2,7,9,,
FP,Maestria,psicologia general experiemntal,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,6,2,4,9,,
FP,Maestria,psicologia (psicobiologia),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,20,2,4,4,,
FP,Maestria,psicologia (psicobiologia),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,23,1,2,4,,
FP,Maestria,psicologia social,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8,18,15,12,9,,
FP,Maestria,psicologia social,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,22,30,11,33,31,,
